K_18	K_19	G_20	K_21	K_22	K_23	G_24	G_25	G_26	G_27
219351_at	163.5	97.4	115.75	544.55	96.15	280.15	280.15	100.15	767.25	141.4
219352_at	154.0	97.4	115.75	544.55	96.15	1101.15	280.15	100.15	205.3	141.4
219353_at	90.8	97.4	115.75	544.55	96.15	1101.15	280.15	100.15	125.3	141.4
219354_at	75.3	97.4	115.75	544.55	96.15	123.30000000000001	280.15	100.15	240.15	141.4
219355_at	75.3	97.4	162.5	544.55	96.15	123.30000000000001	99.8	6327.799999999999	240.15	141.4
219356_s_at	75.3	97.4	206.5	88.65	96.15	123.30000000000001	99.8	382.65	240.15	141.4
219357_at	75.3	97.4	391.3	88.65	96.15	123.30000000000001	99.8	382.65	621.05	108.75
219358_s_at	75.3	274.55	207.5	88.65	109.3	123.30000000000001	231.0	382.65	621.05	108.75
219359_at	75.3	274.55	362.8	234.4	109.3	123.30000000000001	665.15	337.3	621.05	108.75
219360_s_at	75.3	274.55	123.3	234.4	235.05	123.30000000000001	665.15	117.5	138.8	108.75
219361_s_at	75.3	274.55	87.4	123.30000000000001	235.05	123.30000000000001	665.15	343.3	430.0	108.75
219362_at	75.3	274.55	87.4	123.30000000000001	235.05	1054.15	665.15	147.0	326.15	78.4
219363_s_at	75.3	274.55	87.4	123.30000000000001	235.05	96.15	72.15	136.3	326.15	78.4
219364_at	75.3	95.55	87.4	123.30000000000001	235.05	96.15	72.15	252.0	326.15	507.65
219365_s_at	665.15	95.55	93.8	123.30000000000001	254.9	96.15	72.15	198.3	326.15	507.65
219366_at	665.15	95.55	93.8	123.30000000000001	254.9	96.15	72.15	74.65	326.15	507.65
219367_s_at	665.15	95.55	250.8	141.15	254.9	96.15	2250.0	74.65	326.15	507.65
219368_at	665.15	95.55	77.0	141.15	142.65	96.15	93.3	74.65	599.05	507.65
219369_s_at	665.15	95.55	140.8	141.15	142.65	96.15	93.3	74.65	599.05	507.65
219370_at	665.15	95.55	186.3	141.15	142.65	96.3	93.3	208.4	599.05	120.15
219371_s_at	665.15	269.25	265.15	141.15	142.65	96.3	93.3	208.4	599.05	120.15
219372_at	665.15	269.25	265.15	197.55	142.65	96.3	93.3	208.4	599.05	146.15
219373_at	665.15	269.25	265.15	197.55	142.65	96.3	93.3	208.4	599.05	146.15
219374_s_at	665.15	269.25	265.15	197.55	142.65	96.3	3103.65	161.0	218.3	146.15
219375_at	665.15	269.25	270.0	197.55	654.15	96.3	3103.65	281.8	218.3	1001.15
219376_at	665.15	199.05	270.0	197.55	654.15	96.3	3103.65	106.8	218.3	1001.15
219377_at	665.15	199.05	270.0	197.55	654.15	96.3	3103.65	114.3	218.3	1001.15
219378_at	665.15	199.05	270.0	197.55	654.15	81.05	3103.65	243.8	103.9	1001.15
219379_x_at	665.15	199.05	204.0	197.55	259.4	81.05	3103.65	210.0	103.9	1001.15
219380_x_at	360.15	199.05	68.5	197.55	259.4	81.05	95.55	419.4	103.9	1001.15
219381_at	360.15	199.05	93.0	197.55	259.4	81.05	95.55	419.4	103.9	1001.15
219382_at	360.15	199.05	179.3	197.55	246.5	81.05	95.55	419.4	238.0	1001.15
219383_at	360.15	199.05	109.3	70.15	136.8	81.05	95.55	419.4	122.0	1001.15
219384_s_at	360.15	600.4	174.4	70.15	321.5	81.05	221.5	419.4	307.3	1001.15
219385_at	360.15	600.4	174.4	70.15	211.0	81.05	205.8	106.5	188.8	1001.15
219386_s_at	93.4	600.4	174.4	70.15	124.0	81.05	103.0	106.5	360.25	199.3
219387_at	93.4	600.4	174.4	70.15	579.0	173.10000000000002	264.9	106.5	360.25	147.8
219388_at	93.4	600.4	174.4	70.15	579.0	173.10000000000002	264.9	428.475	360.25	182.8
219389_at	93.4	600.4	108.1	1238.15	579.0	173.10000000000002	264.9	428.475	360.25	412.3
219390_at	93.4	73.3	108.1	89.25	579.0	173.10000000000002	264.9	428.475	360.25	185.0
219391_at	93.4	69.3	108.1	89.25	579.0	173.10000000000002	264.9	93.9	360.25	434.05
219392_x_at	93.4	411.8	108.1	89.25	87.15	173.10000000000002	264.9	93.9	67.25	434.05
219393_s_at	93.4	72.3	108.1	89.25	87.15	90.5	264.9	93.9	67.25	434.05
219394_at	93.4	199.3	99.15	89.25	87.15	90.5	264.9	255.4	258.0	434.05
219395_at	93.4	1035.4	99.15	89.25	87.15	90.5	339.25	255.4	147.8	434.05
219396_s_at	93.4	138.3	99.15	429.05	87.15	90.5	339.25	255.4	304.5	434.05
219397_at	574.4	259.4	99.15	429.05	87.15	532.35	510.75	255.4	365.75	434.05
219398_at	574.4	259.4	99.15	429.05	87.15	532.35	510.75	255.4	365.75	102.65
219399_at	574.4	259.4	99.15	95.0	333.0	532.35	510.75	255.4	315.65	102.65
219400_at	574.4	259.4	99.15	201.65	333.0	532.35	510.75	94.9	315.65	102.65
219401_at	574.4	259.4	183.3	201.65	333.0	532.35	510.75	94.9	97.4	312.0
219402_s_at	574.4	259.4	139.0	201.65	333.0	532.35	532.35	94.9	97.4	397.8
219403_s_at	574.4	259.4	139.0	201.65	333.0	532.35	532.35	94.9	97.4	453.97499999999997
219404_at	574.4	90.8	111.55	201.65	333.0	588.75	532.35	94.9	97.4	453.97499999999997
219405_at	574.4	90.8	111.55	201.65	77.65	588.75	532.35	94.9	128.05	453.97499999999997
219406_at	574.4	74.3	111.55	186.3	77.65	588.75	532.35	95.15	128.05	453.97499999999997
219407_s_at	632.7249999999999	74.3	111.55	112.25	189.3	588.75	532.35	95.15	128.05	453.97499999999997
219408_at	632.7249999999999	74.3	111.55	112.25	186.3	588.75	146.5	95.15	128.05	453.97499999999997
219409_at	155.5	74.3	111.55	104.9	258.3	588.75	88.65	95.15	128.05	98.4
219410_at	94.3	74.3	111.55	104.9	314.15	588.75	88.65	95.15	94.15	98.4
219411_at	146.3	87.4	145.3	104.9	314.15	588.75	88.65	95.15	94.15	98.4
219412_at	96.0	87.4	102.3	104.9	314.15	588.75	88.65	125.3	94.15	98.4
219413_at	273.5	87.4	102.3	104.9	6952.549999999999	588.75	88.65	311.0	94.15	98.4
219414_at	117.3	87.4	102.3	104.9	6952.549999999999	96.15	88.65	154.5	94.15	249.0
219415_at	90.5	80.3	102.3	84.15	6952.549999999999	96.15	156.4	119.55000000000001	105.0	217.3
219416_at	3621.9	80.3	102.3	84.15	6952.549999999999	96.15	156.4	119.55000000000001	206.0	1035.4
219417_s_at	178.65	80.3	264.8	84.15	6952.549999999999	96.15	156.4	119.55000000000001	296.5	8365.5
219418_at	178.65	80.3	375.3	84.15	6952.549999999999	96.15	156.4	119.55000000000001	379.0	335.8
219419_at	178.65	80.3	260.3	196.9	259.8	96.15	9100.15	507.65	239.3	291.3
219420_s_at	178.65	80.3	208.4	196.9	307.3	283.6	71.0	507.65	239.3	370.8
219421_at	178.65	80.3	208.4	196.9	134.3	283.6	1174.15	507.65	94.45	202.0
219422_at	178.65	80.3	208.4	90.15	314.15	283.6	1174.15	507.65	94.45	269.0
219423_x_at	178.65	80.3	208.4	90.15	314.15	283.6	1174.15	588.65	1364.65	249.5
219424_at	137.8	80.3	208.4	90.15	314.15	283.6	1174.15	588.65	159.65	3103.65
219425_at	161.3	1233.15	100.9	90.15	314.15	283.6	1174.15	588.65	159.65	75.15
219426_at	105.5	99.0	165.15	90.15	314.15	283.6	1174.15	101.65	159.65	75.15
219427_at	82.5	68.8	165.15	90.15	314.15	283.6	1174.15	101.65	159.65	75.15
219428_s_at	231.5	171.3	165.15	2192.8	512.3	283.6	1174.15	101.65	159.65	75.15
219429_at	122.3	79.0	165.15	2192.8	512.3	283.6	103.65	103.3	159.65	241.0
219430_at	99.8	90.5	165.15	2192.8	512.3	381.75	103.65	262.9	159.65	267.0
219431_at	131.5	109.5	165.15	2192.8	512.3	381.75	103.65	262.9	288.525	256.0
219432_at	146.5	90.8	575.4	2192.8	112.65	381.75	103.65	262.9	288.525	276.5
219433_at	85.0	90.8	575.4	2192.8	740.3	381.75	84.15	262.9	150.5	147.0
219434_at	885.95	90.8	575.4	15709.4	740.3	381.75	84.15	262.9	85.9	445.5
219435_at	885.95	90.8	575.4	15709.4	740.3	381.75	8136.65	108.05	85.9	349.5
219436_s_at	885.95	90.8	575.4	15709.4	740.3	464.4	8136.65	108.05	85.9	204.3
219437_s_at	885.95	90.8	437.0	15709.4	85.65	464.4	8136.65	108.05	119.05000000000001	394.3
219438_at	885.95	90.8	553.8	15709.4	85.65	464.4	8136.65	108.05	119.05000000000001	419.55
219439_at	885.95	90.8	553.8	15709.4	85.65	464.4	8136.65	108.05	119.05000000000001	419.55
219440_at	885.95	90.8	1174.15	15709.4	80.9	464.4	8136.65	88.8	119.05000000000001	419.55
219441_s_at	885.95	156.8	71.4	15709.4	80.9	464.4	8136.65	243.5	119.05000000000001	419.55
219442_at	885.95	263.3	71.4	101.05	80.9	464.4	8136.65	433.0	170.05	419.55
219443_at	326.15	117.0	71.4	101.05	80.9	464.4	8136.65	178.0	170.05	81.4
219444_at	326.15	211.3	71.4	101.05	380.5	464.4	8136.65	317.5	170.05	81.4
219445_at	326.15	243.3	71.4	101.05	479.3	464.4	377.4	365.0	170.05	81.4
219446_at	326.15	110.8	603.35	101.05	212.5	110.225	377.4	81.65	157.3	81.4
219447_s_at	326.15	145.5	603.35	101.05	329.8	110.225	377.4	81.65	84.05	81.4
219448_at	326.15	76.55	603.35	778.8	76.15	110.225	377.4	346.5	200.0	81.4
219449_s_at	326.15	76.55	603.35	778.8	76.15	110.225	377.4	346.5	446.8	81.4
219450_at	326.15	76.55	603.35	778.8	249.65	110.225	377.4	346.5	130.0	81.4
219451_at	94.4	76.55	144.0	778.8	249.65	110.225	377.4	346.5	169.3	219.3
219452_at	94.4	76.55	531.0	778.8	786.8	174.625	549.75	346.5	544.3	496.0
219453_at	94.4	76.55	185.0	778.8	214.3	174.625	549.75	203.0	193.3	272.8
219454_at	94.4	76.55	126.3	778.8	165.5	174.625	549.75	146.5	151.5	199.3
219455_at	94.4	5672.9	306.15	778.8	173.5	174.625	549.75	144.8	167.3	275.0
219456_s_at	94.4	5672.9	306.15	778.8	1238.15	174.625	143.4	1084.0	1230.25	371.0
219457_s_at	94.4	5672.9	306.15	778.8	1238.15	174.625	143.4	94.65	287.75	395.8
219458_s_at	94.4	5672.9	306.15	102.65	1238.15	174.625	143.4	94.65	287.75	252.65
219459_at	94.4	123.3	306.15	102.65	307.0	536.0	143.4	94.65	287.75	252.65
219460_s_at	281.4	187.75	306.15	102.65	307.0	536.0	143.4	94.65	287.75	252.65
219461_at	281.4	187.75	306.15	102.65	307.0	536.0	143.4	94.65	287.75	252.65
219462_at	281.4	187.75	289.5	102.65	307.0	536.0	194.5	145.4	141.15	252.65
219463_at	281.4	187.75	289.5	102.65	1104.65	536.0	212.5	145.4	141.15	252.65
219464_at	281.4	187.75	356.5	102.65	1104.65	536.0	197.5	145.4	141.15	88.65
219465_at	281.4	78.5	356.5	168.0	1104.65	536.0	205.15	145.4	141.15	88.65
219466_s_at	1175.4	66.5	356.5	168.0	1104.65	536.0	205.15	145.4	141.15	88.65
219467_at	434.25	119.8	356.5	168.0	1104.65	536.0	205.15	116.0	141.15	88.65
219468_s_at	434.25	78.8	356.5	168.0	1104.65	536.0	205.15	162.8	141.15	88.65
219469_at	434.25	78.8	356.5	168.0	188.0	536.0	205.15	79.65	141.15	88.65
219470_x_at	434.25	78.8	78.4	515.75	76.15	536.0	205.15	79.65	141.15	188.0
219471_at	434.25	78.8	78.4	515.75	76.15	2434.8	205.15	99.3	1623.3	1138.5
219472_at	76.55	571.8499999999999	78.4	515.75	76.15	121.8	157.0	99.3	141.65	82.4
219473_at	76.55	571.8499999999999	78.4	515.75	122.05000000000001	133.5	190.8	99.3	141.65	82.4
219474_at	76.55	571.8499999999999	78.4	515.75	122.05000000000001	86.3	109.3	562.65	141.65	82.4
219475_at	76.55	571.8499999999999	78.4	515.75	201.8	147.0	271.875	562.65	141.65	82.4
219476_at	76.55	571.8499999999999	1782.4	135.3	132.3	109.8	271.875	562.65	141.65	82.4
219477_s_at	76.55	767.25	837.9	137.3	178.5	146.0	271.875	562.65	77.65	429.9
219478_at	76.55	767.25	837.9	187.3	208.0	155.0	271.875	562.65	77.65	429.9
219479_at	76.55	767.25	837.9	91.5	108.3	82.3	100.8	562.65	77.65	429.9
219480_at	76.55	767.25	837.9	64.15	247.5	155.5	188.8	101.25	77.65	429.9
219481_at	76.55	767.25	315.65	144.8	262.65	192.0	3144.4	101.25	77.65	429.9
219482_at	631.4	767.25	315.65	144.8	262.65	181.3	78.15	101.25	77.65	429.9
219483_s_at	631.4	767.25	140.55	144.8	262.65	85.75	78.15	101.25	77.65	429.9
219484_at	631.4	767.25	140.55	144.8	262.65	85.75	78.15	101.25	185.3	500.15
219485_s_at	631.4	767.25	140.55	224.5	262.65	85.75	78.15	101.25	837.9	500.15
219486_at	646.3	767.25	140.55	553.0	262.65	85.75	78.15	101.25	837.9	500.15
219487_at	646.3	767.25	140.55	93.8	257.9	85.75	78.15	74.3	837.9	500.15
219488_at	646.3	767.25	140.55	93.8	257.9	85.75	78.15	153.3	837.9	500.15
219489_s_at	646.3	102.3	72.15	93.8	257.9	111.3	86.15	142.8	837.9	72.15
219490_s_at	646.3	123.8	72.15	93.8	5672.9	95.9	86.15	189.5	837.9	72.15
219491_at	646.3	142.0	83.9	93.8	247.9	95.9	86.15	496.0	86.4	72.15
219492_at	646.3	124.5	83.9	90.15	247.9	95.9	913.65	496.0	86.4	72.15
219493_at	646.3	57.8	83.9	90.15	247.9	95.9	913.65	496.0	86.4	72.15
219494_at	646.3	284.5	83.9	90.15	247.9	95.9	148.0	496.0	86.4	590.55
219495_s_at	646.3	284.5	83.9	90.15	247.9	93.4	121.0	496.0	153.8	590.55
219496_at	646.3	284.5	83.9	90.15	79.9	93.4	159.8	784.05	137.5	590.55
219497_s_at	646.3	284.5	117.0	90.15	79.9	93.4	554.8	784.05	1554.8	590.55
219498_s_at	190.65	284.5	117.0	90.15	79.9	93.4	328.45	784.05	88.65	590.55
219499_at	190.65	1679.15	117.0	90.15	79.9	654.15	328.45	784.05	88.65	590.55
219500_at	190.65	1679.15	117.0	90.15	233.25	654.15	328.45	324.8	88.65	572.8
219501_at	190.65	166.4	137.0	90.15	233.25	654.15	119.5	111.8	88.65	572.8
219502_at	190.65	166.4	122.0	101.65	233.25	654.15	147.8	125.0	88.65	572.8
219503_s_at	84.25	166.4	134.0	550.15	75.3	654.15	95.15	129.0	88.65	572.8
219504_s_at	84.25	166.4	129.0	550.15	75.3	654.15	95.15	9487.05	101.25	572.8
219505_at	84.25	166.4	602.75	125.4	82.8	83.5	95.15	616.15	101.25	346.3
219506_at	84.25	166.4	602.75	125.4	82.8	83.5	95.15	616.15	631.4	346.3
219507_at	84.25	166.4	602.75	125.4	82.8	83.5	95.15	616.15	631.4	346.3
219508_at	84.25	119.3	602.75	125.4	82.8	83.5	95.15	616.15	631.4	1238.15
219509_at	95.25	113.3	602.75	125.4	82.8	83.5	95.15	673.25	631.4	1238.15
219510_at	95.25	561.4	602.75	125.4	105.4	83.5	123.30000000000001	673.25	631.4	1238.15
219511_s_at	95.25	561.4	602.75	98.9	105.4	116.0	123.30000000000001	673.25	631.4	1238.15
219512_at	95.25	561.4	6952.549999999999	98.9	105.4	266.25	123.30000000000001	673.25	631.4	1238.15
219513_s_at	95.25	561.4	6952.549999999999	98.9	105.4	266.25	123.30000000000001	673.25	248.25	86.15
219514_at	95.25	561.4	6952.549999999999	98.9	638.9	266.25	90.15	673.25	248.25	86.15
219515_at	95.25	561.4	180.5	82.65	638.9	266.25	90.15	83.3	248.25	86.15
219516_at	95.25	561.4	136.8	82.65	638.9	266.25	90.15	83.3	248.25	86.15
219517_at	95.25	561.4	164.8	179.3	357.5	266.25	90.15	83.3	248.25	82.4
219518_s_at	101.65	561.4	173.3	157.5	299.5	266.25	90.15	159.15	291.55	82.4
219519_s_at	101.65	78.4	136.5	170.8	162.8	266.25	90.15	159.15	291.55	82.4
219520_s_at	101.65	78.4	78.15	306.3	411.3	255.15	328.0	159.15	291.55	82.4
219521_at	101.65	78.4	78.15	216.8	299.5	255.15	100.075	159.15	291.55	82.4
219522_at	125.3	78.4	67.25	93.5	1216.4	255.15	100.075	159.15	291.55	82.4
219523_s_at	84.8	76.3	67.25	93.5	1216.4	255.15	100.075	159.15	291.55	82.4
219524_s_at	108.3	84.3	133.3	93.5	1216.4	255.15	64.15	159.15	76.75	82.4
219525_at	132.3	102.3	134.5	93.5	184.5	255.15	381.75	139.0	76.75	82.4
219526_at	239.3	9826.5	280.8	93.5	82.8	255.15	381.75	94.9	76.75	340.5
219527_at	131.0	9826.5	134.3	346.3	82.8	255.15	381.75	94.9	76.75	251.0
219528_s_at	77.5	9826.5	139.15	346.3	82.8	255.15	381.75	94.9	76.75	258.8
219529_at	512.3	9826.5	139.15	346.3	100.8	81.5	381.75	94.9	76.75	201.3
219530_at	512.3	9826.5	154.5	346.3	119.65	133.5	139.0	60.4	76.75	297.0
219531_at	512.3	92.25	189.3	346.3	119.65	138.3	158.8	85.65	78.9	229.5
219532_at	512.3	92.25	83.0	346.3	119.65	75.0	980.75	85.65	78.9	159.8
219533_at	512.3	92.25	150.8	346.3	119.65	228.15	980.75	85.65	78.9	251.0
219534_x_at	512.3	604.9	360.25	279.8	126.9	228.15	980.75	85.65	78.9	222.3
219535_at	512.3	604.9	360.25	279.8	126.9	228.15	980.75	85.65	135.0	80.3
219536_s_at	512.3	604.9	360.25	279.8	78.65	228.15	163.15	279.8	199.3	80.3
219537_x_at	512.3	604.9	360.25	279.8	78.65	142.825	163.15	279.8	456.75	80.3
219538_at	1938.3000000000002	604.9	360.25	279.8	78.65	142.825	163.15	279.8	456.75	80.3
219539_at	1938.3000000000002	604.9	78.4	7860.799999999999	78.65	142.825	163.15	279.8	456.75	547.75
219540_at	1938.3000000000002	291.65	78.4	381.0	78.65	142.825	163.15	114.5	456.75	547.75
219541_at	1938.3000000000002	291.65	76.15	381.0	78.65	142.825	163.15	149.5	83.5	547.75
219542_at	1938.3000000000002	291.65	76.15	381.0	616.15	142.825	163.15	209.5	83.5	547.75
219543_at	1938.3000000000002	99.65	76.15	381.0	616.15	142.825	274.05	94.5	83.5	547.75
219544_at	1938.3000000000002	99.65	76.15	381.0	421.4	142.825	274.05	213.5	83.5	189.8
219545_at	1938.3000000000002	99.65	76.15	381.0	421.4	149.3	274.05	179.5	183.3	189.8
219546_at	1938.3000000000002	103.0	188.3	381.0	421.4	105.3	274.05	191.8	227.3	189.8
219547_at	1938.3000000000002	255.9	264.0	381.0	421.4	179.0	274.05	191.3	272.5	189.8
219548_at	132.3	255.9	165.0	1364.65	163.3	126.8	97.55	153.0	735.0	325.5
219549_s_at	101.75	255.9	299.3	418.55	256.3	88.3	97.55	257.3	735.0	359.5
219550_at	101.75	255.9	189.5	418.55	179.0	88.3	97.55	181.3	735.0	292.3
219551_at	101.75	255.9	2642.65	418.55	173.3	88.3	97.55	559.8	735.0	620.0
219552_at	101.75	255.9	187.4	418.55	86.5	88.3	79.65	170.15	735.0	86.9
219553_at	101.75	514.55	187.4	160.5	97.4	88.3	79.65	170.15	1130.65	86.9
219554_at	101.75	514.55	187.4	154.3	84.75	88.3	137.5	170.15	87.4	86.9
219555_s_at	101.75	514.55	187.4	114.3	84.75	88.3	138.5	170.15	87.4	86.9
219556_at	178.0	514.55	86.1	234.3	1673.9	88.3	212.3	207.5	87.4	86.9
219557_s_at	86.15	514.55	86.1	173.3	72.4	88.3	146.0	161.5	87.4	86.9
219558_at	86.15	514.55	86.1	735.0	72.4	138.5	199.3	155.15	87.4	86.9
219559_at	86.15	514.55	206.0	735.0	72.4	211.5	433.55	155.15	87.4	86.9
219560_at	86.15	112.0	206.0	735.0	72.4	135.5	433.55	155.15	165.45	87.65
219561_at	86.15	148.3	206.0	735.0	332.5	208.3	433.55	155.15	165.45	87.65
219562_at	86.15	129.0	206.0	735.0	260.5	169.8	433.55	155.15	165.45	87.65
219563_at	85.5	251.3	206.0	735.0	83.5	285.3	433.55	155.15	165.45	87.65
219564_at	85.5	79.0	75.0	735.0	83.5	101.5	96.3	155.15	165.45	8281.65
219565_at	85.5	90.3	75.0	100.9	83.5	105.0	96.3	76.15	165.45	8281.65
219566_at	85.5	2918.9	75.0	100.9	83.5	1554.8	96.3	76.15	165.45	8281.65
219567_s_at	85.5	2918.9	75.0	100.9	83.5	83.5	96.3	76.15	106.3	8281.65
219568_x_at	85.5	2918.9	75.0	82.25	98.9	83.5	96.3	76.15	105.3	8281.65
219569_s_at	85.5	2918.9	75.0	82.25	98.9	83.5	99.15	176.0	182.5	8281.65
219570_at	81.0	170.9	75.0	82.25	98.9	83.5	3621.9	97.8	116.5	8281.65
219571_s_at	112.5	170.9	75.0	82.25	98.9	83.5	90.65	198.8	214.5	8281.65
219572_at	124.8	170.9	68.65	82.25	98.9	83.5	90.65	143.8	131.5	8281.65
219573_at	143.5	170.9	68.65	82.25	98.9	571.8499999999999	90.65	101.75	179.3	260.8
219574_at	164.5	170.9	68.65	113.4	335.9	571.8499999999999	90.65	708.4	333.8	411.8
219575_s_at	168.3	170.9	68.65	113.4	335.9	571.8499999999999	82.25	708.4	113.65	315.3
219576_at	114.3	170.9	116.8	113.4	335.9	571.8499999999999	82.25	708.4	113.65	254.0
219577_s_at	310.5	249.3	477.8	113.4	335.9	2010.4	82.25	708.4	113.65	2183.9
219578_s_at	213.5	202.5	253.8	113.4	335.9	207.5	82.25	708.4	325.15	76.55
219579_at	253.3	226.3	91.55	113.4	440.0	253.8	82.25	708.4	325.15	76.55
219580_s_at	76.3	65.0	91.55	113.4	101.0	83.5	119.9	97.0	325.15	76.55
219581_at	117.3	293.3	91.55	128.5	164.8	103.0	119.9	97.0	325.15	76.55
219582_at	93.3	293.3	91.55	102.65	164.8	85.65	119.9	97.0	325.15	76.55
219583_s_at	279.8	293.3	91.55	102.65	164.8	85.65	168.3	72.0	92.75	76.55
219584_at	279.8	293.3	91.55	102.65	164.8	85.65	168.3	129.5	92.75	76.55
219585_at	279.8	293.3	91.55	102.65	164.8	85.65	113.5	121.8	92.75	95.15
219586_at	279.8	91.75	78.0	102.65	164.8	85.65	130.0	133.5	92.75	95.15
219587_at	279.8	91.75	78.0	102.65	164.8	85.65	157.5	199.0	282.4	95.15
219588_s_at	279.8	91.75	78.0	144.8	164.8	85.65	171.0	93.9	282.4	95.15
219589_s_at	279.8	91.75	78.0	144.8	222.0	585.15	240.3	93.9	282.4	270.8
219590_x_at	279.8	91.75	78.0	144.8	569.3	585.15	87.15	93.9	282.4	270.8
219591_at	279.8	91.75	78.0	144.8	275.5	585.15	87.15	93.9	282.4	270.8
219592_at	279.8	91.75	78.0	144.8	176.5	585.15	87.15	93.9	90.9	270.8
219593_at	279.8	91.75	93.9	201.3	585.0	585.15	87.15	93.9	90.9	230.75
219594_at	279.8	80.5	93.9	201.3	249.65	585.15	87.15	194.0	90.9	230.75
219595_at	86.15	80.5	93.9	201.3	249.65	585.15	178.5	242.3	90.9	230.75
219596_at	86.15	80.5	76.2	201.3	249.65	95.3	178.5	109.8	90.9	230.75
219597_s_at	86.15	80.0	76.2	201.3	249.65	1271.275	178.5	78.4	155.8	417.4
219598_s_at	86.15	80.0	650.0	201.3	249.65	1271.275	178.5	78.4	155.8	417.4
219599_at	86.15	80.0	650.0	299.3	1782.4	1271.275	178.5	78.4	155.8	417.4
219600_s_at	86.15	80.0	650.0	263.3	267.65	269.075	178.5	269.8	279.5	417.4
219601_s_at	86.15	80.0	650.0	92.5	267.65	269.075	178.5	100.3	89.25	161.3
219602_s_at	86.15	71.75	650.0	142.3	267.65	269.075	178.5	122.5	89.25	161.3
219603_s_at	149.3	71.75	616.55	153.8	267.65	269.075	178.5	156.3	89.25	161.3
219604_s_at	94.8	71.75	616.55	140.5	111.3	269.075	178.5	106.5	89.25	161.3
219605_at	131.0	95.8	616.55	118.8	205.0	269.075	178.5	147.5	200.3	161.3
219606_at	82.5	79.5	616.55	91.0	90.3	87.8	178.5	97.3	134.0	161.3
219607_s_at	62.8	58.3	167.4	105.0	81.3	87.8	717.55	78.0	741.65	838.0
219608_s_at	116.8	82.8	167.4	161.0	109.9	87.8	717.55	167.5	741.65	838.0
219609_at	117.8	107.3	167.4	1225.15	109.9	87.8	717.55	145.0	741.65	838.0
219610_at	176.3	145.3	167.4	153.3	109.9	87.8	717.55	251.0	741.65	838.0
219611_s_at	209.0	186.97500000000002	167.4	153.3	79.05	87.8	717.55	247.3	741.65	838.0
219612_s_at	101.0	186.97500000000002	109.8	153.3	79.05	87.8	717.55	264.15	741.65	838.0
219613_s_at	240.3	186.97500000000002	376.5	153.3	79.05	167.15	717.55	264.15	397.5	838.0
219614_s_at	111.3	186.97500000000002	125.0	153.3	6327.799999999999	167.15	77.15	264.15	146.8	838.0
219615_s_at	3207.6000000000004	186.97500000000002	4963.05	153.3	297.9	148.875	77.15	264.15	77.05	225.65
219616_at	7041.299999999999	186.97500000000002	4963.05	153.3	297.9	148.875	77.15	264.15	77.05	225.65
219617_at	7041.299999999999	186.97500000000002	4963.05	153.3	297.9	148.875	156.5	223.65	77.05	225.65
219618_at	667.5	114.5	4963.05	261.5	297.9	148.875	189.5	223.65	77.05	225.65
219619_at	667.5	555.15	4963.05	261.5	297.9	148.875	77.3	223.65	281.4	225.65
219620_x_at	667.5	555.15	190.3	261.5	297.9	148.875	165.8	223.65	281.4	225.65
219621_at	667.5	555.15	190.3	261.5	102.15	3207.6000000000004	88.15	223.65	281.4	84.75
219622_at	667.5	555.15	190.3	82.8	102.15	3207.6000000000004	88.15	252.3	573.8	84.75
219623_at	80.3	555.15	190.3	82.8	102.15	3207.6000000000004	222.3	210.0	573.8	84.75
219624_at	80.3	555.15	94.0	82.8	102.15	3207.6000000000004	118.0	103.0	573.8	84.75
219625_s_at	80.3	555.15	94.0	82.8	102.15	3207.6000000000004	664.0	145.4	573.8	106.5
219626_at	80.3	555.15	94.0	92.55	597.05	90.5	664.0	145.4	573.8	106.5
219627_at	80.3	555.15	7841.65	92.55	597.05	90.5	664.0	145.4	573.8	106.5
219628_at	80.3	166.4	106.5	92.55	597.05	90.5	664.0	206.5	8281.65	149.15
219629_at	80.3	166.4	106.5	92.55	294.9	90.5	664.0	74.3	171.3	149.15
219630_at	2017.5	186.75	106.5	92.55	294.9	90.5	664.0	74.3	184.3	149.15
219631_at	837.9	186.75	106.5	6952.549999999999	294.9	90.5	664.0	74.3	106.8	149.15
219632_s_at	837.9	186.75	106.5	168.3	294.9	261.65	664.0	5461.9	165.0	149.15
219633_at	837.9	186.75	88.9	168.3	275.3	261.65	218.0	98.9	288.0	149.15
219634_at	1269.9	186.75	88.9	168.3	107.05	261.65	256.3	98.9	466.54999999999995	149.15
219635_at	1269.9	186.75	88.9	168.3	107.05	106.3	218.0	98.9	466.54999999999995	149.15
219636_s_at	1269.9	186.75	88.9	93.8	421.65	106.3	101.0	98.9	466.54999999999995	149.15
219637_at	1269.9	186.75	88.9	93.8	421.65	106.3	98.3	282.4	466.54999999999995	77.65
219638_at	1269.9	81.5	93.15	153.15	421.65	106.3	573.8	282.4	165.3	77.65
219639_x_at	1269.9	364.3	93.15	153.15	421.65	106.3	573.8	282.4	103.65	77.65
219640_at	254.9	193.5	93.15	153.15	487.5	96.5	573.8	85.65	103.65	77.65
219641_at	254.9	128.0	80.5	153.15	325.5	96.5	573.8	87.4	287.0	572.25
219642_s_at	254.9	77.8	80.5	153.15	160.3	96.5	573.8	87.4	287.0	572.25
219643_at	254.9	62.5	80.5	153.15	88.0	96.5	573.8	87.4	287.0	572.25
219644_at	254.9	73.3	80.5	2017.5	113.8	96.5	573.8	87.4	287.0	572.25
